id,origin,program,ok,name,fitness,trainR,trainSharpe,trainMDD,testR,testSharpe,testMDD,elapsed_sec,error
1,mut,"{""type"": ""BBreak"", ""n"": 25, ""k"": 1.17, ""h"": 5}",False,BBreak_n25_k1.17_h5,-1000000000.0,,,,,,,0.055,"few trades/exposure (trades=36, exp=0.48)"
2,mut,"{""type"": ""BBreak"", ""n"": 26, ""k"": 1.12, ""h"": 6}",True,BBreak_n26_k1.12_h6,-1.9199693826562365,0.11989086884871147,0.39168788221248885,-0.09366519928323613,0.07287422035831503,0.9038306381451897,-0.07088311789582002,0.073,
3,mut,"{""type"": ""BBreak"", ""n"": 27, ""k"": 1.2, ""h"": 5}",False,BBreak_n27_k1.2_h5,-1000000000.0,,,,,,,0.055,"few trades/exposure (trades=34, exp=0.49)"
4,mut,"{""type"": ""BBreak"", ""n"": 27, ""k"": 1.31, ""h"": 4}",False,BBreak_n27_k1.31_h4,-1000000000.0,,,,,,,0.055,"few trades/exposure (trades=34, exp=0.49)"
5,mut,"{""type"": ""BBreak"", ""n"": 32, ""k"": 1.31, ""h"": 6}",False,BBreak_n32_k1.31_h6,-1000000000.0,,,,,,,0.055,"few trades/exposure (trades=30, exp=0.49)"
6,mut,"{""type"": ""BBreak"", ""n"": 25, ""k"": 1.23, ""h"": 6}",False,BBreak_n25_k1.23_h6,-1000000000.0,,,,,,,0.054,"few trades/exposure (trades=36, exp=0.48)"
7,mut,"{""type"": ""BBreak"", ""n"": 25, ""k"": 1.25, ""h"": 2}",False,BBreak_n25_k1.25_h2,-1000000000.0,,,,,,,0.056,"few trades/exposure (trades=36, exp=0.48)"
8,mut,"{""type"": ""BBreak"", ""n"": 28, ""k"": 1.18, ""h"": 3}",True,BBreak_n28_k1.18_h3,-1.8076680551479039,0.16917713592023076,0.4916676429529446,-0.09366519928323624,0.08787608109033096,1.1939078673428032,-0.07077017191481028,0.074,
9,mut,"{""type"": ""BBreak"", ""n"": 24, ""k"": 1.07, ""h"": 3}",False,BBreak_n24_k1.07_h3,-1000000000.0,,,,,,,0.055,"few trades/exposure (trades=38, exp=0.49)"
10,mut,"{""type"": ""BBreak"", ""n"": 26, ""k"": 1.25, ""h"": 4}",False,BBreak_n26_k1.25_h4,-1000000000.0,,,,,,,0.054,"few trades/exposure (trades=34, exp=0.50)"
11,mut,"{""type"": ""BBreak"", ""n"": 28, ""k"": 1.29, ""h"": 5}",True,BBreak_n28_k1.29_h5,-2.2848012796658894,0.12223466522902848,0.3850184533820807,-0.10801513597420909,0.14143974155588612,1.8622987312270827,-0.057694545305884026,0.074,
12,mut,"{""type"": ""BBreak"", ""n"": 27, ""k"": 1.15, ""h"": 4}",True,BBreak_n27_k1.15_h4,-2.0368217410060048,0.10261138523243174,0.3464532551769999,-0.0963571136996445,0.057162823101390314,0.7723688697178227,-0.0719495691197517,0.074,
13,mut,"{""type"": ""BBreak"", ""n"": 29, ""k"": 1.21, ""h"": 2}",True,BBreak_n29_k1.21_h2,-2.263920878129314,0.13050316036115328,0.40383173113563353,-0.10801513597420942,0.08485405709580651,1.1565791438712472,-0.07123478682885298,0.076,
14,mut,"{""type"": ""BBreak"", ""n"": 24, ""k"": 1.04, ""h"": 5}",True,BBreak_n24_k1.04_h5,-2.0461919056502644,0.10732496994019192,0.358072585357362,-0.09724382933970699,0.09140471047872478,1.1522196950104726,-0.0546591317433226,0.073,
15,mut,"{""type"": ""BBreak"", ""n"": 25, ""k"": 1.29, ""h"": 3}",False,BBreak_n25_k1.29_h3,-1000000000.0,,,,,,,0.055,"few trades/exposure (trades=38, exp=0.49)"
16,mut,"{""type"": ""BBreak"", ""n"": 25, ""k"": 1.2, ""h"": 5}",False,BBreak_n25_k1.2_h5,-1000000000.0,,,,,,,0.055,"few trades/exposure (trades=36, exp=0.48)"
17,mut,"{""type"": ""BBreak"", ""n"": 28, ""k"": 1.13, ""h"": 4}",True,BBreak_n28_k1.13_h4,-1.7768906738446435,0.181205596786721,0.5194379090395824,-0.09366519928323624,0.051008915164090896,0.6969634431830012,-0.07735189389698349,0.074,
18,mut,"{""type"": ""BBreak"", ""n"": 29, ""k"": 1.24, ""h"": 4}",True,BBreak_n29_k1.24_h4,-2.3084951373801443,0.11364308526488864,0.363472490658861,-0.10801513597420909,0.07321664067830613,1.0051870328835897,-0.07908411606857313,0.074,
19,mut,"{""type"": ""BBreak"", ""n"": 28, ""k"": 1.23, ""h"": 6}",True,BBreak_n28_k1.23_h6,-1.877389166824603,0.14028877920330607,0.4291686204554792,-0.09366519928323636,0.11459516694568195,1.442198990279765,-0.06263799368097445,0.074,
20,mut,"{""type"": ""BBreak"", ""n"": 26, ""k"": 1.08, ""h"": 6}",True,BBreak_n26_k1.08_h6,-1.6444764211356484,0.14588203126518517,0.45834086930496964,-0.08557151193027657,0.07287422035831503,0.9038306381451897,-0.07088311789582002,0.074,
21,mut,"{""type"": ""BBreak"", ""n"": 25, ""k"": 1.09, ""h"": 4}",False,BBreak_n25_k1.09_h4,-1000000000.0,,,,,,,0.054,"few trades/exposure (trades=36, exp=0.49)"
