id,origin,program,ok,name,fitness,trainR,trainSharpe,trainMDD,testR,testSharpe,testMDD,elapsed_sec,error
1,mut,"{""type"": ""BBreak"", ""n"": 27, ""k"": 1.31, ""h"": 3}",False,BBreak_n27_k1.31_h3,-1000000000.0,,,,,,,0.054,"few trades/exposure (trades=34, exp=0.49)"
2,mut,"{""type"": ""BBreak"", ""n"": 28, ""k"": 1.31, ""h"": 5}",True,BBreak_n28_k1.31_h5,-2.2848012796658894,0.12223466522902848,0.3850184533820807,-0.10801513597420909,0.1584013334402099,2.210335155780727,-0.04369205356583916,0.074,
3,mut,"{""type"": ""BBreak"", ""n"": 31, ""k"": 1.23, ""h"": 3}",True,BBreak_n31_k1.23_h3,-2.2992911129371647,0.11870451994828302,0.3763699352862215,-0.10821348712841827,0.1303311411719834,1.7529175909623498,-0.04257673437422538,0.073,
4,mut,"{""type"": ""BBreak"", ""n"": 28, ""k"": 1.19, ""h"": 5}",True,BBreak_n28_k1.19_h5,-1.8076680551479039,0.16917713592023076,0.4916676429529446,-0.09366519928323624,0.09382177899933475,1.2176374213622796,-0.06569154215001938,0.078,
5,mut,"{""type"": ""BBreak"", ""n"": 31, ""k"": 1.18, ""h"": 5}",True,BBreak_n31_k1.18_h5,-2.9129984880834066,0.0917795758926161,0.3059810169192074,-0.12967697595903072,0.13293145666387884,1.7846371745187781,-0.04257673437422538,0.072,
6,mut,"{""type"": ""BBreak"", ""n"": 5, ""k"": 0.6, ""h"": 1}",True,BBreak_n5_k0.6_h1,-7.908399580692789,-0.19748572108385798,-0.45374182201747393,-0.29621145313617403,0.03061464475647324,0.3880259601085398,-0.07928621671500946,0.083,
7,mut,"{""type"": ""BBreak"", ""n"": 33, ""k"": 1.32, ""h"": 5}",False,BBreak_n33_k1.32_h5,-1000000000.0,,,,,,,0.054,"few trades/exposure (trades=30, exp=0.49)"
8,mut,"{""type"": ""BBreak"", ""n"": 5, ""k"": 0.6, ""h"": 1}",True,BBreak_n5_k0.6_h1,-7.908399580692789,-0.19748572108385798,-0.45374182201747393,-0.29621145313617403,0.03061464475647324,0.3880259601085398,-0.07928621671500946,0.082,
9,mut,"{""type"": ""BBreak"", ""n"": 5, ""k"": 0.6, ""h"": 1}",True,BBreak_n5_k0.6_h1,-7.908399580692789,-0.19748572108385798,-0.45374182201747393,-0.29621145313617403,0.03061464475647324,0.3880259601085398,-0.07928621671500946,0.089,
10,mut,"{""type"": ""BBreak"", ""n"": 8, ""k"": 0.6, ""h"": 1}",True,BBreak_n8_k0.6_h1,-4.669850273968283,0.04082558686047433,0.16714337407838267,-0.1938880017904714,0.08203006756894737,0.9201597283226142,-0.07579034592153244,0.079,
11,mut,"{""type"": ""BBreak"", ""n"": 32, ""k"": 1.24, ""h"": 3}",True,BBreak_n32_k1.24_h3,-2.8038110618810874,0.09586309749415367,0.3220981783517586,-0.1259950005842554,0.1303311411719834,1.7529175909623498,-0.04257673437422538,0.073,
12,mut,"{""type"": ""BBreak"", ""n"": 5, ""k"": 0.61, ""h"": 2}",True,BBreak_n5_k0.61_h2,-7.574244958112974,-0.21351350306666717,-0.46496304110764547,-0.28223614164954647,0.08005542318103376,0.8901021903942481,-0.06388494045753967,0.08,
13,mut,"{""type"": ""BBreak"", ""n"": 6, ""k"": 0.6, ""h"": 1}",True,BBreak_n6_k0.6_h1,-3.994960350316635,-0.002380085764653761,0.06404011315390647,-0.16233621768117512,0.06522634524935955,0.7668230195326124,-0.06211197655118039,0.086,
14,mut,"{""type"": ""BBreak"", ""n"": 32, ""k"": 1.18, ""h"": 4}",True,BBreak_n32_k1.18_h4,-3.1563491260277576,0.08049730872060779,0.27977596707821867,-0.13824997681144513,0.1303311411719834,1.7529175909623498,-0.04257673437422538,0.072,
15,mut,"{""type"": ""BBreak"", ""n"": 33, ""k"": 1.19, ""h"": 3}",True,BBreak_n33_k1.19_h3,-3.7077110792793975,0.00023402160042818032,0.056560153632215074,-0.1505731895324688,0.1303311411719834,1.7529175909623498,-0.04257673437422538,0.073,
16,mut,"{""type"": ""BBreak"", ""n"": 5, ""k"": 0.6, ""h"": 1}",True,BBreak_n5_k0.6_h1,-7.908399580692789,-0.19748572108385798,-0.45374182201747393,-0.29621145313617403,0.03061464475647324,0.3880259601085398,-0.07928621671500946,0.083,
17,mut,"{""type"": ""BBreak"", ""n"": 29, ""k"": 1.22, ""h"": 5}",True,BBreak_n29_k1.22_h5,-2.263920878129314,0.13050316036115328,0.40383173113563353,-0.10801513597420942,0.0925608993834528,1.2034268173331286,-0.062485011629426546,0.075,
18,mut,"{""type"": ""BBreak"", ""n"": 7, ""k"": 0.7, ""h"": 2}",True,BBreak_n7_k0.7_h2,-6.040633359861439,-0.06706334569032535,-0.098515299410408,-0.23701408896113796,0.07955724870405523,0.909831439374556,-0.059628623818625215,0.08,
19,mut,"{""type"": ""BBreak"", ""n"": 31, ""k"": 1.28, ""h"": 5}",False,BBreak_n31_k1.28_h5,-1000000000.0,,,,,,,0.053,"few trades/exposure (trades=30, exp=0.49)"
20,mut,"{""type"": ""BBreak"", ""n"": 28, ""k"": 1.24, ""h"": 4}",True,BBreak_n28_k1.24_h4,-1.877389166824603,0.14028877920330607,0.4291686204554792,-0.09366519928323636,0.07769145148690204,1.0599690284499694,-0.07735189389698349,0.072,
