id,origin,program,ok,name,fitness,trainR,trainSharpe,trainMDD,testR,testSharpe,testMDD,elapsed_sec,error
1,seed,"{""type"":""BBreak"",""n"":24,""k"":1.50,""h"":4}",False,BBreak_n24_k1.5_h4,-1000000000.0,,,,,,,0.025,"few trades/exposure (trades=8, exp=0.26)"
2,seed,"{""type"":""BBreak"",""n"":34,""k"":1.80,""h"":4}",False,BBreak_n34_k1.8_h4,-1000000000.0,,,,,,,0.02,"few trades/exposure (trades=6, exp=0.22)"
3,seed,"{""type"":""BBreak"",""n"":20,""k"":1.50,""h"":4}",False,BBreak_n20_k1.5_h4,-1000000000.0,,,,,,,0.02,"few trades/exposure (trades=10, exp=0.28)"
4,seed,"{""type"":""BBreak"",""n"":20,""k"":1.50,""h"":4}",False,BBreak_n20_k1.5_h4,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=10, exp=0.28)"
5,seed,"{""type"":""BBreak"",""n"":34,""k"":1.87,""h"":3}",False,BBreak_n34_k1.87_h3,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=6, exp=0.22)"
6,seed,"{""type"":""BBreak"",""n"":20,""k"":1.50,""h"":4}",False,BBreak_n20_k1.5_h4,-1000000000.0,,,,,,,0.02,"few trades/exposure (trades=10, exp=0.28)"
7,seed,"{""type"":""BBreak"",""n"":34,""k"":1.56,""h"":4}",False,BBreak_n34_k1.56_h4,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=6, exp=0.23)"
8,seed,"{""type"":""BBreak"", ...}",False,,-1000000000.0,,,,,,,0.0,"无法解析 program_text：{""type"":""BBreak"", ...}..."
9,seed,"{""type"":""BBreak"",""n"":20,""k"":1.50,""h"":4}",False,BBreak_n20_k1.5_h4,-1000000000.0,,,,,,,0.02,"few trades/exposure (trades=10, exp=0.28)"
10,seed,"{""type"":""BBreak"",""n"":30,""k"":1.50,""h"":3}",False,BBreak_n30_k1.5_h3,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=6, exp=0.28)"
11,seed,"{""type"":""BBreak"",""n"":20,""k"":1.50,""h"":4}",False,BBreak_n20_k1.5_h4,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=10, exp=0.28)"
12,seed,"{""type"":""BBreak"",""n"":57,""k"":1.89,""h"":3}",False,BBreak_n57_k1.89_h3,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=4, exp=0.10)"
13,seed,"{""type"":""BBreak"",""n"":30,""k"":1.50,""h"":4}",False,BBreak_n30_k1.5_h4,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=6, exp=0.28)"
14,seed,"{""type"":""BBreak"",""n"":20,""k"":1.50,""h"":4}",False,BBreak_n20_k1.5_h4,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=10, exp=0.28)"
15,seed,"{""type"":""BBreak"",""n"":34,""k"":1.50,""h"":3}",False,BBreak_n34_k1.5_h3,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=6, exp=0.23)"
16,seed,"{""type"":""BBreak"",""n"":20,""k"":1.50,""h"":4}",False,BBreak_n20_k1.5_h4,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=10, exp=0.28)"
17,seed,"{""type"":""BBreak"",""n"":25,""k"":1.50,""h"":4}",False,BBreak_n25_k1.5_h4,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=8, exp=0.27)"
18,seed,"{""type"":""BBreak"",""n"":34,""k"":1.89,""h"":3}",False,BBreak_n34_k1.89_h3,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=6, exp=0.22)"
19,seed,"{""type"":""BBreak"",""n"":42,""k"":2.15,""h"":3}",False,BBreak_n42_k2.15_h3,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=4, exp=0.14)"
20,seed,"{""type"":""BBreak"",""n"":24,""k"":1.50,""h"":4}",False,BBreak_n24_k1.5_h4,-1000000000.0,,,,,,,0.023,"few trades/exposure (trades=8, exp=0.26)"
21,seed,"{""type"":""BBreak"",""n"":34,""k"":1.56,""h"":3}",False,BBreak_n34_k1.56_h3,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=6, exp=0.23)"
22,seed,"{""type"":""BBreak"",""n"":34,""k"":1.56,""h"":4}",False,BBreak_n34_k1.56_h4,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=6, exp=0.23)"
23,seed,"{""type"":""BBreak"", ...}",False,,-1000000000.0,,,,,,,0.0,"无法解析 program_text：{""type"":""BBreak"", ...}..."
24,seed,"{""type"":""BBreak"",""n"":25,""k"":1.50,""h"":3}",False,BBreak_n25_k1.5_h3,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=8, exp=0.27)"
25,seed,"{""type"":""BBreak"",""n"":25,""k"":1.50,""h"":4}",False,BBreak_n25_k1.5_h4,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=8, exp=0.27)"
26,seed,"{""type"":""BBreak"",""n"":34,""k"":1.75,""h"":3}",False,BBreak_n34_k1.75_h3,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=6, exp=0.22)"
27,seed,"{""type"":""BBreak"",""n"":20,""k"":1.50,""h"":3}",False,BBreak_n20_k1.5_h3,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=10, exp=0.28)"
28,seed,"{""type"":""BBreak"",""n"":24,""k"":1.50,""h"":3}",False,BBreak_n24_k1.5_h3,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=8, exp=0.26)"
29,seed,"{""type"":""BBreak"",""n"":30,""k"":1.50,""h"":4}",False,BBreak_n30_k1.5_h4,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=6, exp=0.28)"
30,seed,"{""type"":""BBreak"",""n"":25,""k"":1.50,""h"":4}",False,BBreak_n25_k1.5_h4,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=8, exp=0.27)"
31,seed,"{""type"":""BBreak"",""n"":20,""k"":1.20,""h"":4}",False,BBreak_n20_k1.2_h4,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=10, exp=0.29)"
32,seed,"{""type"":""BBreak"",""n"":20,""k"":1.50,""h"":4}",False,BBreak_n20_k1.5_h4,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=10, exp=0.28)"
33,seed,"{""type"":""BBreak"",""n"":25,""k"":1.50,""h"":4}",False,BBreak_n25_k1.5_h4,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=8, exp=0.27)"
34,seed,"{""type"":""BBreak"",""n"":34,""k"":1.50,""h"":3}",False,BBreak_n34_k1.5_h3,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=6, exp=0.23)"
35,seed,"{""type"":""BBreak"",""n"":20,""k"":1.50,""h"":4}",False,BBreak_n20_k1.5_h4,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=10, exp=0.28)"
36,seed,"{""type"":""BBreak"",""n"":20,""k"":1.00,""h"":3}",False,BBreak_n20_k1.0_h3,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=10, exp=0.30)"
37,seed,"{""type"":""BBreak"",""n"":20,""k"":1.50,""h"":4}",False,BBreak_n20_k1.5_h4,-1000000000.0,,,,,,,0.02,"few trades/exposure (trades=10, exp=0.28)"
38,seed,"{""type"":""BBreak"", ...}",False,,-1000000000.0,,,,,,,0.0,"无法解析 program_text：{""type"":""BBreak"", ...}..."
39,seed,"{""type"":""BBreak"",""n"":20,""k"":1.50,""h"":4}",False,BBreak_n20_k1.5_h4,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=10, exp=0.28)"
40,seed,"{""type"":""BBreak"",""n"":20,""k"":1.50,""h"":4}",False,BBreak_n20_k1.5_h4,-1000000000.0,,,,,,,0.021,"few trades/exposure (trades=10, exp=0.28)"
41,seed,"{""type"":""BBreak"",""n"":25,""k"":1.50,""h"":4}",False,BBreak_n25_k1.5_h4,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=8, exp=0.27)"
42,seed,"{""type"":""BBreak"",""n"":20,""k"":1.50,""h"":4}",False,BBreak_n20_k1.5_h4,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=10, exp=0.28)"
43,seed,"{""type"":""BBreak"",""n"":24,""k"":1.50,""h"":3}",False,BBreak_n24_k1.5_h3,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=8, exp=0.26)"
44,seed,"{""type"":""BBreak"",""n"":34,""k"":1.35,""h"":4}",False,BBreak_n34_k1.35_h4,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=8, exp=0.25)"
45,seed,"{""type"":""BBreak"",""n"":20,""k"":1.50,""h"":4}",False,BBreak_n20_k1.5_h4,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=10, exp=0.28)"
46,seed,"{""type"":""BBreak"",""n"":30,""k"":1.50,""h"":4}",False,BBreak_n30_k1.5_h4,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=6, exp=0.28)"
47,seed,"{""type"":""BBreak"",""n"":34,""k"":1.56,""h"":5}",False,BBreak_n34_k1.56_h5,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=6, exp=0.23)"
48,seed,"{""type"":""BBreak"",""n"":34,""k"":1.56,""h"":3}",False,BBreak_n34_k1.56_h3,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=6, exp=0.23)"
49,seed,"{""type"":""BBreak"",""n"":34,""k"":1.56,""h"":4}",False,BBreak_n34_k1.56_h4,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=6, exp=0.23)"
50,seed,"{""type"":""BBreak"",""n"":20,""k"":1.50,""h"":4}",False,BBreak_n20_k1.5_h4,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=10, exp=0.28)"
51,seed,"{""type"":""BBreak"",""n"":25,""k"":1.50,""h"":4}",False,BBreak_n25_k1.5_h4,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=8, exp=0.27)"
52,seed,"{""type"":""BBreak"",""n"":20,""k"":1.50,""h"":4}",False,BBreak_n20_k1.5_h4,-1000000000.0,,,,,,,0.021,"few trades/exposure (trades=10, exp=0.28)"
53,seed,"{""type"":""BBreak"",""n"":20,""k"":1.50,""h"":4}",False,BBreak_n20_k1.5_h4,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=10, exp=0.28)"
54,seed,"{""type"":""BBreak"",""n"":25,""k"":1.50,""h"":4}",False,BBreak_n25_k1.5_h4,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=8, exp=0.27)"
55,seed,"{""type"":""BBreak"",""n"":20,""k"":1.20,""h"":4}",False,BBreak_n20_k1.2_h4,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=10, exp=0.29)"
56,seed,"{""type"":""BBreak"",""n"":20,""k"":1.50,""h"":4}",False,BBreak_n20_k1.5_h4,-1000000000.0,,,,,,,0.019,"few trades/exposure (trades=10, exp=0.28)"
