id,origin,program,ok,name,fitness,trainR,trainSharpe,trainMDD,testR,testSharpe,testMDD,elapsed_sec,error
1,mut,"{""type"": ""BBreak"", ""n"": 15, ""k"": 1.23, ""h"": 4}",True,BBreak_n15_k1.23_h4,-1.211365224576314,0.17848082974392487,0.7542153574750784,-0.08040803157949494,-0.03998462425083715,-0.33101631741712023,-0.09511187746403849,0.06,
2,mut,"{""type"": ""BBreak"", ""n"": 14, ""k"": 1.17, ""h"": 2}",True,BBreak_n14_k1.17_h2,-1.0104019200095864,0.22346446522146013,0.9439327531724248,-0.08040803157949505,-0.03096730186305896,-0.25834181710849075,-0.06908156694849432,0.058,
3,mut,"{""type"": ""BBreak"", ""n"": 17, ""k"": 1.03, ""h"": 4}",True,BBreak_n17_k1.03_h4,-1.3438674725646873,0.15043133733612812,0.6287254825886542,-0.08040803157949494,-0.045944457025927754,-0.371173913542588,-0.09511187746403871,0.057,
4,mut,"{""type"": ""BBreak"", ""n"": 19, ""k"": 1.13, ""h"": 5}",True,BBreak_n19_k1.13_h5,-1.0548942586672467,0.2255213253477848,0.8989261994831804,-0.08040803157949494,-0.0012978631468828494,0.040400247224741094,-0.09033535603349163,0.056,
5,mut,"{""type"": ""BBreak"", ""n"": 16, ""k"": 1.12, ""h"": 6}",True,BBreak_n16_k1.12_h6,-0.9516569805827761,0.25509978651472287,0.9947688622759167,-0.08040803157949494,-0.04997266684399626,-0.4036240873702405,-0.09494396048084186,0.063,
6,mut,"{""type"": ""BBreak"", ""n"": 13, ""k"": 1.04, ""h"": 2}",True,BBreak_n13_k1.04_h2,-0.9866971596074171,0.26008261377876396,0.9584829764352738,-0.08040803157949528,-0.046955726054761504,-0.3573261462747572,-0.09612956506503556,0.057,
7,mut,"{""type"": ""BBreak"", ""n"": 16, ""k"": 1.08, ""h"": 2}",True,BBreak_n16_k1.08_h2,-1.125561498755438,0.2031849439952178,0.8338430547331309,-0.08040803157949494,-0.0453896209594834,-0.38461476406780576,-0.09033459941036814,0.056,
8,mut,"{""type"": ""BBreak"", ""n"": 14, ""k"": 1.13, ""h"": 5}",True,BBreak_n14_k1.13_h5,-0.970100994165481,0.23930968531255647,0.9802723739937644,-0.08040803157949539,-0.04068193551253074,-0.34739981334750625,-0.08406143512467734,0.056,
9,mut,"{""type"": ""BBreak"", ""n"": 16, ""k"": 1.06, ""h"": 6}",True,BBreak_n16_k1.06_h6,-0.8017418337529217,0.23057527373148412,0.911231214112157,-0.070824674651918,-0.04997266684399626,-0.4036240873702405,-0.09494396048084186,0.057,
10,mut,"{""type"": ""BBreak"", ""n"": 16, ""k"": 1.18, ""h"": 2}",True,BBreak_n16_k1.18_h2,-1.165267936609684,0.18905276995509168,0.7976696603889164,-0.08040803157949494,-0.056929504127867014,-0.5034437097401111,-0.09033459941036814,0.058,
11,mut,"{""type"": ""BBreak"", ""n"": 17, ""k"": 0.96, ""h"": 3}",True,BBreak_n17_k0.96_h3,-1.2341955761515153,0.1786558633718256,0.7313412474929017,-0.08040803157949494,-0.04166598527324161,-0.3444146585591153,-0.09511187746403849,0.06,
12,mut,"{""type"": ""BBreak"", ""n"": 13, ""k"": 1.15, ""h"": 4}",True,BBreak_n13_k1.15_h4,-1.188885700002955,0.20218025797627326,0.7707700249903475,-0.08040803157949483,-0.02601208145561551,-0.19934463215006798,-0.07127356376292471,0.058,
13,mut,"{""type"": ""BBreak"", ""n"": 16, ""k"": 1.25, ""h"": 4}",True,BBreak_n16_k1.25_h4,-1.2682523181404304,0.16379103224811997,0.7010007132849129,-0.08040803157949494,-0.06912373658106874,-0.6035577585495475,-0.09683622041921247,0.057,
14,mut,"{""type"": ""BBreak"", ""n"": 12, ""k"": 1.12, ""h"": 5}",True,BBreak_n12_k1.12_h5,-1.8169510972390601,0.13128814827771063,0.5423754703884153,-0.09568594418787613,-0.08217174246058723,-0.6673466051658448,-0.1228026767791397,0.058,
15,mut,"{""type"": ""BBreak"", ""n"": 20, ""k"": 1.1, ""h"": 5}",True,BBreak_n20_k1.1_h5,-0.9356347600837267,0.2282690750380929,0.9101587796416297,-0.07611443233939519,-9.756457339193947e-05,0.05094980135281902,-0.08366103496028465,0.057,
