id,origin,program,ok,name,fitness,trainR,trainSharpe,trainMDD,testR,testSharpe,testMDD,elapsed_sec,error
1,seed,"{""type"":""BBreak"",""n"":30,""k"":1.75,""h"":5}",False,BBreak_n30_k1.75_h5,-1000000000.0,,,,,,,0.046,"few trades/exposure (trades=21, exp=0.49)"
2,seed,"{""type"":""BBreak"",""n"":40,""k"":2.20,""h"":8}",False,BBreak_n40_k2.2_h8,-1000000000.0,,,,,,,0.037,"few trades/exposure (trades=13, exp=0.19)"
3,seed,"{""type"":""BBreak"",""n"":25,""k"":1.23,""h"":4}",True,BBreak_n25_k1.23_h4,-1.4634835655098761,0.12136819757981243,0.5663804221433135,-0.08240824148192571,-0.0065280422432657526,-0.013629056185269453,-0.08220738588495524,0.057,
4,seed,"{""type"":""BBreak"",""n"":25,""k"":1.50,""h"":4}",True,BBreak_n25_k1.5_h4,-1.9486548108966657,0.029843529390875645,0.1862134071128475,-0.08569316401428928,-0.03317022512760093,-0.28954642366715627,-0.09663283874631834,0.056,
5,seed,"{""type"":""BBreak"",""n"":34,""k"":1.89,""h"":5}",False,BBreak_n34_k1.89_h5,-1000000000.0,,,,,,,0.037,"few trades/exposure (trades=17, exp=0.41)"
6,seed,"{""type"":""BBreak"",""n"":34,""k"":1.95,""h"":3}",False,BBreak_n34_k1.95_h3,-1000000000.0,,,,,,,0.037,"few trades/exposure (trades=17, exp=0.32)"
7,seed,"{""type"":""BBreak"",""n"":20,""k"":1.35,""h"":3}",True,BBreak_n20_k1.35_h3,-1.365669967610835,0.12746506399983515,0.5742229974268569,-0.07887036924150603,-0.017225923709136337,-0.12304898638128038,-0.08833724185439906,0.056,
8,seed,"{""type"":""BBreak"",""n"":34,""k"":1.56,""h"":3}",True,BBreak_n34_k1.56_h3,-2.829125817191137,0.014065091845201882,0.11880825023073983,-0.11805801361532708,-0.043741899206022006,-0.4569576851370925,-0.0702490601246124,0.056,
9,seed,"{""type"":""BBreak"",""n"":20,""k"":1.50,""h"":4}",True,BBreak_n20_k1.5_h4,-1.4744051604041208,0.10073409248049425,0.47217054751340637,-0.07887036924150603,-0.017225923709136337,-0.12304898638128038,-0.08833724185439906,0.057,
10,seed,"{""type"":""BBreak"",""n"":20,""k"":1.50,""h"":4}",True,BBreak_n20_k1.5_h4,-1.4744051604041208,0.10073409248049425,0.47217054751340637,-0.07887036924150603,-0.017225923709136337,-0.12304898638128038,-0.08833724185439906,0.06,
11,seed,"{""type"":""BBreak"",""n"":34,""k"":1.56,""h"":4}",True,BBreak_n34_k1.56_h4,-2.829125817191137,0.014065091845201882,0.11880825023073983,-0.11805801361532708,-0.043741899206022006,-0.4569576851370925,-0.0702490601246124,0.055,
12,seed,"{""type"":""BBreak"",""n"":37,""k"":1.10,""h"":3}",True,BBreak_n37_k1.1_h3,-2.1197735407118468,0.12335756947629939,0.5497654662742998,-0.10801513597420886,-0.03223682937915917,-0.32075527785904095,-0.07024906012461263,0.056,
13,seed,"{""type"":""BBreak"",""n"":34,""k"":1.23,""h"":5}",True,BBreak_n34_k1.23_h5,-2.255576739187368,0.08927584268935007,0.4224826994955162,-0.10801513597420886,-0.01813159782957252,-0.10709486104984421,-0.10132792207764885,0.056,
14,seed,"{""type"":""BBreak"",""n"":25,""k"":1.50,""h"":4}",True,BBreak_n25_k1.5_h4,-1.9486548108966657,0.029843529390875645,0.1862134071128475,-0.08569316401428928,-0.03317022512760093,-0.28954642366715627,-0.09663283874631834,0.056,
15,seed,"{""type"":""BBreak"",""n"":25,""k"":1.35,""h"":3}",True,BBreak_n25_k1.35_h3,-1.8901221062870475,0.042996687327710115,0.24145782223826545,-0.08569316401428961,-0.0065280422432657526,-0.013629056185269453,-0.08220738588495524,0.06,
16,seed,"{""type"":""BBreak"",""n"":25,""k"":1.20,""h"":3}",True,BBreak_n25_k1.2_h3,-1.3354771975827855,0.15444054556763742,0.6861187030734256,-0.08240824148192483,-0.0065280422432657526,-0.013629056185269453,-0.08220738588495524,0.056,
17,seed,"{""type"":""BBreak"",""n"":20,""k"":1.50,""h"":3}",True,BBreak_n20_k1.5_h3,-1.4744051604041208,0.10073409248049425,0.47217054751340637,-0.07887036924150603,-0.017225923709136337,-0.12304898638128038,-0.08833724185439906,0.063,
18,seed,"{""type"":""BBreak"",""n"":24,""k"":1.50,""h"":3}",True,BBreak_n24_k1.5_h3,-1.9354501927450756,0.03280411716858933,0.19867787832001765,-0.08569316401428961,-0.0006699297497816392,0.03983434093065095,-0.06626585963746578,0.057,
19,seed,"{""type"":""BBreak"",""n"":25,""k"":1.50,""h"":4}",True,BBreak_n25_k1.5_h4,-1.9486548108966657,0.029843529390875645,0.1862134071128475,-0.08569316401428928,-0.03317022512760093,-0.28954642366715627,-0.09663283874631834,0.056,
20,seed,"{""type"":""BBreak"",""n"":20,""k"":1.2,""h"":3}",True,BBreak_n20_k1.2_h3,-1.1229525564613208,0.1738977874898615,0.7364338051510991,-0.07611443233939541,-0.00520020763493656,-0.0008808683327831257,-0.08833724185439906,0.057,
