id,origin,program,ok,name,fitness,trainR,trainSharpe,trainMDD,testR,testSharpe,testMDD,elapsed_sec,error
1,mut,"{""type"": ""BBreak"", ""n"": 15, ""k"": 1.12, ""h"": 4}",True,BBreak_n15_k1.12_h4,-1.32205562433214,0.15171336218130427,0.6502168246099073,-0.08040803157949494,-0.01641710065481361,-0.09715176523957234,-0.07289767890186916,0.057,
2,mut,"{""type"": ""BBreak"", ""n"": 16, ""k"": 1.07, ""h"": 5}",True,BBreak_n16_k1.07_h5,-1.1143594327755384,0.20835950756152788,0.8437514798214532,-0.08040803157949494,-0.060021391614123454,-0.5100540404126741,-0.09902958070539436,0.057,
3,mut,"{""type"": ""BBreak"", ""n"": 15, ""k"": 1.24, ""h"": 2}",True,BBreak_n15_k1.24_h2,-1.161061630431291,0.189769290455863,0.8016968364421166,-0.08040803157949494,-0.04711776828768399,-0.4072080485450021,-0.09033459941036814,0.057,
4,mut,"{""type"": ""BBreak"", ""n"": 15, ""k"": 1.35, ""h"": 1}",True,BBreak_n15_k1.35_h1,-1.2008343966950719,0.17783258741029861,0.7649082459397271,-0.08040803157949494,-0.04711776828768399,-0.4072080485450021,-0.09033459941036814,0.057,
5,mut,"{""type"": ""BBreak"", ""n"": 20, ""k"": 1.35, ""h"": 3}",True,BBreak_n20_k1.35_h3,-1.365669967610835,0.12746506399983515,0.5742229974268569,-0.07887036924150603,-0.017225923709136337,-0.12304898638128038,-0.08833724185439906,0.056,
6,mut,"{""type"": ""BBreak"", ""n"": 15, ""k"": 1.18, ""h"": 5}",True,BBreak_n15_k1.18_h5,-1.0494435184284014,0.22598528162978337,0.9042609506515263,-0.08040803157949494,-0.04124265429776919,-0.3429896369803878,-0.09730942536872689,0.056,
7,mut,"{""type"": ""BBreak"", ""n"": 15, ""k"": 1.2, ""h"": 2}",True,BBreak_n15_k1.2_h2,-1.161061630431291,0.189769290455863,0.8016968364421166,-0.08040803157949494,-0.04711776828768399,-0.4072080485450021,-0.09033459941036814,0.057,
8,mut,"{""type"": ""BBreak"", ""n"": 18, ""k"": 1.13, ""h"": 2}",True,BBreak_n18_k1.13_h2,-1.16530115140804,0.19472604311019648,0.7962181273017843,-0.08040803157949494,-0.050402935976895824,-0.43373040159948706,-0.09511187746403849,0.056,
9,mut,"{""type"": ""BBreak"", ""n"": 15, ""k"": 1.26, ""h"": 2}",True,BBreak_n15_k1.26_h2,-1.161061630431291,0.189769290455863,0.8016968364421166,-0.08040803157949494,-0.04711776828768399,-0.4072080485450021,-0.09033459941036814,0.059,
10,mut,"{""type"": ""BBreak"", ""n"": 17, ""k"": 1.44, ""h"": 3}",True,BBreak_n17_k1.44_h3,-2.1151803676099896,0.05438265162226563,0.28479702568702747,-0.09654292224810335,-0.024528992957039586,-0.19220962564602553,-0.09511187746403893,0.057,
