id,origin,program,ok,name,fitness,trainR,trainSharpe,trainMDD,testR,testSharpe,testMDD,elapsed_sec,error
1,mut,"{""type"": ""BBreak"", ""n"": 14, ""k"": 1.24, ""h"": 5}",True,BBreak_n14_k1.24_h5,-0.8582459945179404,0.27129783716232225,1.0841303356788636,-0.08040803157949539,-0.04068193551253074,-0.34739981334750625,-0.08406143512467734,0.061,
2,mut,"{""type"": ""BBreak"", ""n"": 15, ""k"": 1.1, ""h"": 4}",True,BBreak_n15_k1.1_h4,-1.3063177582127423,0.15580436941935205,0.6649319389197932,-0.08040803157949494,-0.004381487416412866,0.015081776029791095,-0.07289767890186916,0.057,
3,mut,"{""type"": ""BBreak"", ""n"": 16, ""k"": 1.04, ""h"": 2}",True,BBreak_n16_k1.04_h2,-0.820295166700368,0.2217589164836291,0.8948819704766745,-0.070824674651918,-0.03344658215095542,-0.2647750928082975,-0.09033459941036825,0.061,
4,mut,"{""type"": ""BBreak"", ""n"": 15, ""k"": 1.35, ""h"": 5}",True,BBreak_n15_k1.35_h5,-1.1397046372894803,0.1965975729833338,0.8213467589520598,-0.08040803157949494,-0.04124265429776919,-0.3429896369803878,-0.09730942536872689,0.066,
5,mut,"{""type"": ""BBreak"", ""n"": 20, ""k"": 1.02, ""h"": 6}",True,BBreak_n20_k1.02_h6,-1.1952095324197893,0.18991461364893647,0.7675126036553526,-0.08040803157949505,-9.756457339193947e-05,0.05094980135281902,-0.08366103496028465,0.056,
6,mut,"{""type"": ""BBreak"", ""n"": 15, ""k"": 1.2, ""h"": 6}",True,BBreak_n15_k1.2_h6,-1.0988685388451178,0.2091929516135418,0.8590340127388701,-0.08040803157949494,-0.05169251740665293,-0.4250828565716264,-0.09494396048084186,0.056,
7,mut,"{""type"": ""BBreak"", ""n"": 14, ""k"": 1.15, ""h"": 3}",True,BBreak_n14_k1.15_h3,-1.1030151474582746,0.21587883504381367,0.9096090408288134,-0.08266375588192165,-0.03413536953167173,-0.2906808354352645,-0.0690815669484941,0.063,
8,mut,"{""type"": ""BBreak"", ""n"": 13, ""k"": 1.21, ""h"": 4}",True,BBreak_n13_k1.21_h4,-1.212336081872654,0.17386307246814292,0.7543989394976893,-0.08040803157949516,-0.02601208145561551,-0.19934463215006798,-0.07127356376292471,0.057,
9,mut,"{""type"": ""BBreak"", ""n"": 14, ""k"": 1.07, ""h"": 5}",True,BBreak_n14_k1.07_h5,-0.8841665090630253,0.2635691944524503,1.0601419818112467,-0.08040803157949539,-0.028943238952771067,-0.2280231501676564,-0.0728535518600193,0.057,
10,mut,"{""type"": ""BBreak"", ""n"": 12, ""k"": 0.93, ""h"": 2}",True,BBreak_n12_k0.93_h2,-1.3677515132835611,0.13427623397000277,0.5783455758242586,-0.07918664590401281,-0.045315997020318854,-0.34226482365225,-0.09457444046478813,0.058,
11,mut,"{""type"": ""BBreak"", ""n"": 20, ""k"": 1.03, ""h"": 5}",True,BBreak_n20_k1.03_h5,-1.0317685159297136,0.23236398527381175,0.9203412772392096,-0.08040803157949505,-9.756457339193947e-05,0.05094980135281902,-0.08366103496028465,0.056,
12,mut,"{""type"": ""BBreak"", ""n"": 12, ""k"": 1.35, ""h"": 6}",True,BBreak_n12_k1.35_h6,-1.4215435316216565,0.11575645184866912,0.5597181449035497,-0.08040803157949494,-0.022388178609034304,-0.15088884198655125,-0.07079377736815251,0.062,
