id,origin,program,ok,name,fitness,trainR,trainSharpe,trainMDD,testR,testSharpe,testMDD,elapsed_sec,error
1,mut,"{""type"": ""BBreak"", ""n"": 17, ""k"": 1.26, ""h"": 2}",True,BBreak_n17_k1.26_h2,-1.3121520308878103,0.15501391281461907,0.6592952803959085,-0.08040803157949494,-0.06188221528965676,-0.5527887048776463,-0.09511187746403849,0.057,
2,mut,"{""type"": ""BBreak"", ""n"": 18, ""k"": 1.41, ""h"": 4}",True,BBreak_n18_k1.41_h4,-1.492507595087095,0.10618226946206955,0.4911476270347636,-0.08040803157949505,0.008292426584406654,0.1326799477257256,-0.064665341899793,0.056,
3,mut,"{""type"": ""BBreak"", ""n"": 21, ""k"": 1.18, ""h"": 2}",True,BBreak_n21_k1.18_h2,-1.3849723953530668,0.12485157331208274,0.5555739423565632,-0.07887036924150603,-0.00520020763493656,-0.0008808683327831257,-0.08833724185439906,0.056,
4,mut,"{""type"": ""BBreak"", ""n"": 18, ""k"": 1.14, ""h"": 4}",True,BBreak_n18_k1.14_h4,-1.16530115140804,0.19472604311019648,0.7962181273017843,-0.08040803157949494,-0.05773306815161949,-0.48790429522809864,-0.09683622041921247,0.056,
5,mut,"{""type"": ""BBreak"", ""n"": 21, ""k"": 1.13, ""h"": 5}",True,BBreak_n21_k1.13_h5,-1.2975695023629918,0.14739827263666272,0.6373401605154932,-0.07887036924150603,-9.756457339193947e-05,0.05094980135281902,-0.08366103496028465,0.06,
6,mut,"{""type"": ""BBreak"", ""n"": 18, ""k"": 1.49, ""h"": 4}",True,BBreak_n18_k1.49_h4,-1.5537032555460555,0.0913133483258437,0.4336691968598595,-0.08040803157949505,-0.0024816317844249536,0.024345552830305144,-0.07465981367709207,0.056,
7,mut,"{""type"": ""BBreak"", ""n"": 23, ""k"": 1.27, ""h"": 5}",True,BBreak_n23_k1.27_h5,-1.7413660814061371,0.0784155892459455,0.38135912163958896,-0.0856931640142885,-0.0904257329673901,-0.8168328466132964,-0.1475784585810399,0.057,
8,mut,"{""type"": ""BBreak"", ""n"": 19, ""k"": 1.45, ""h"": 3}",True,BBreak_n19_k1.45_h3,-1.3984301542163524,0.10265031743021868,0.4787680749109782,-0.07611443233939541,-0.00013594897822066798,0.04825288058993785,-0.07248385919433875,0.059,
9,mut,"{""type"": ""BBreak"", ""n"": 22, ""k"": 1.13, ""h"": 3}",True,BBreak_n22_k1.13_h3,-1.3311412481321785,0.13872594173576025,0.6059364974715323,-0.07887036924150603,-0.00520020763493656,-0.0008808683327831257,-0.08833724185439906,0.056,
10,mut,"{""type"": ""BBreak"", ""n"": 28, ""k"": 1.19, ""h"": 4}",True,BBreak_n28_k1.19_h4,-1.562143786680056,0.17572518937293347,0.7355548980576166,-0.09366519928323624,0.013862227437627661,0.17447822240323788,-0.09175565895938598,0.056,
11,mut,"{""type"": ""BBreak"", ""n"": 22, ""k"": 1.19, ""h"": 3}",True,BBreak_n22_k1.19_h3,-1.446820462371975,0.10915465448742023,0.4976501050438208,-0.07887036924150603,-0.012921028483627306,-0.07863137628668415,-0.08833724185439884,0.056,
12,mut,"{""type"": ""BBreak"", ""n"": 17, ""k"": 1.51, ""h"": 5}",True,BBreak_n17_k1.51_h5,-1.5082700863914942,0.10371867121726974,0.4760010352915591,-0.08040803157949483,-0.02689795351053237,-0.21600916873856907,-0.097309425368727,0.056,
13,mut,"{""type"": ""BBreak"", ""n"": 26, ""k"": 1.16, ""h"": 3}",True,BBreak_n26_k1.16_h3,-1.6724484297117264,0.1421890968318993,0.6336342781612273,-0.09366519928323713,-0.006224815478257262,-0.009950007229596203,-0.08192725791238997,0.056,
14,mut,"{""type"": ""BBreak"", ""n"": 22, ""k"": 1.13, ""h"": 4}",True,BBreak_n22_k1.13_h4,-1.3311412481321785,0.13872594173576025,0.6059364974715323,-0.07887036924150603,-0.00520020763493656,-0.0008808683327831257,-0.08833724185439906,0.056,
15,mut,"{""type"": ""BBreak"", ""n"": 23, ""k"": 1.14, ""h"": 2}",True,BBreak_n23_k1.14_h2,-1.3311412481321785,0.13872594173576025,0.6059364974715323,-0.07887036924150603,-0.02721254129633255,-0.22621933836681568,-0.08833724185439884,0.056,
16,mut,"{""type"": ""BBreak"", ""n"": 19, ""k"": 1.49, ""h"": 4}",True,BBreak_n19_k1.49_h4,-1.4328093873325922,0.09431620307011368,0.44647237038476456,-0.07611443233939541,-0.00013594897822066798,0.04825288058993785,-0.07248385919433875,0.056,
17,mut,"{""type"": ""BBreak"", ""n"": 24, ""k"": 1.17, ""h"": 4}",True,BBreak_n24_k1.17_h4,-1.3791656594414345,0.14390036229753922,0.6450652870323098,-0.08240824148192516,-0.028867487840098627,-0.2434506800008325,-0.08833724185439884,0.056,
18,mut,"{""type"": ""BBreak"", ""n"": 27, ""k"": 1.35, ""h"": 5}",True,BBreak_n27_k1.35_h5,-1.7437948738351396,0.12445607347969867,0.5667210898758557,-0.0936651992832368,-0.03287513006964837,-0.2841036940871896,-0.09635711369964428,0.055,
19,mut,"{""type"": ""BBreak"", ""n"": 21, ""k"": 1.23, ""h"": 4}",True,BBreak_n21_k1.23_h4,-1.446820462371975,0.10915465448742023,0.4976501050438208,-0.07887036924150603,-0.00520020763493656,-0.0008808683327831257,-0.08833724185439906,0.056,
20,mut,"{""type"": ""BBreak"", ""n"": 18, ""k"": 1.34, ""h"": 3}",True,BBreak_n18_k1.34_h3,-1.3024621491011534,0.15617862004926786,0.668693985373903,-0.08040803157949494,-0.019024797460441167,-0.13739189470586027,-0.09000595315360171,0.057,
21,mut,"{""type"": ""BBreak"", ""n"": 22, ""k"": 1.31, ""h"": 2}",True,BBreak_n22_k1.31_h2,-1.5044535938168506,0.09486119641021196,0.44359033811824716,-0.07887036924150603,-0.02098322301267397,-0.1670651280529337,-0.08471901038535501,0.056,
22,mut,"{""type"": ""BBreak"", ""n"": 23, ""k"": 1.24, ""h"": 3}",True,BBreak_n23_k1.24_h3,-1.446820462371975,0.10915465448742023,0.4976501050438208,-0.07887036924150603,-0.02721254129633255,-0.22621933836681568,-0.08833724185439884,0.057,
23,mut,"{""type"": ""BBreak"", ""n"": 19, ""k"": 1.4, ""h"": 5}",True,BBreak_n19_k1.4_h5,-1.3356223992290768,0.1180000277379527,0.5377384023213204,-0.07611443233939541,-0.00013594897822066798,0.04825288058993785,-0.07248385919433875,0.057,
24,mut,"{""type"": ""BBreak"", ""n"": 23, ""k"": 1.27, ""h"": 4}",True,BBreak_n23_k1.27_h4,-1.7413660814061371,0.0784155892459455,0.38135912163958896,-0.0856931640142885,-0.0876765984507214,-0.7880725924291332,-0.1450020648029795,0.056,
25,mut,"{""type"": ""BBreak"", ""n"": 18, ""k"": 1.44, ""h"": 3}",True,BBreak_n18_k1.44_h3,-1.5267652593038747,0.09782145970118061,0.4589801652582062,-0.08040803157949505,0.008292426584406654,0.1326799477257256,-0.064665341899793,0.056,
26,mut,"{""type"": ""BBreak"", ""n"": 27, ""k"": 1.27, ""h"": 5}",True,BBreak_n27_k1.27_h5,-1.7275131881170007,0.1284502599557129,0.5820042289749908,-0.0936651992832368,-0.03287513006964837,-0.2841036940871896,-0.09635711369964428,0.056,
27,mut,"{""type"": ""BBreak"", ""n"": 19, ""k"": 1.43, ""h"": 3}",True,BBreak_n19_k1.43_h3,-1.3984301542163524,0.10265031743021868,0.4787680749109782,-0.07611443233939541,-0.00013594897822066798,0.04825288058993785,-0.07248385919433875,0.056,
28,mut,"{""type"": ""BBreak"", ""n"": 17, ""k"": 1.56, ""h"": 3}",True,BBreak_n17_k1.56_h3,-2.8858811158233633,0.0216222760078717,0.15042479989876545,-0.12166845938896387,0.002634955713284981,0.07680872269109214,-0.06991345092395507,0.057,
29,mut,"{""type"": ""BBreak"", ""n"": 27, ""k"": 1.12, ""h"": 4}",True,BBreak_n27_k1.12_h4,-1.6507257349808753,0.14892586898479587,0.6536727798538292,-0.09366519928323613,-0.02155838278992117,-0.16586874302615956,-0.09635711369964439,0.056,
30,mut,"{""type"": ""BBreak"", ""n"": 21, ""k"": 1.4, ""h"": 4}",True,BBreak_n21_k1.4_h4,-1.741136268836918,0.07880963776429728,0.38149042207922595,-0.08569316401428873,-0.08546410081146028,-0.7653154160304012,-0.1450020648029795,0.057,
31,mut,"{""type"": ""BBreak"", ""n"": 21, ""k"": 1.44, ""h"": 5}",True,BBreak_n21_k1.44_h5,-1.775231438606514,0.07065886375171537,0.3494329458127754,-0.08569316401428873,-0.08821990232101518,-0.7940312957413469,-0.1475784585810399,0.056,
32,mut,"{""type"": ""BBreak"", ""n"": 22, ""k"": 1.25, ""h"": 5}",True,BBreak_n22_k1.25_h5,-1.446820462371975,0.10915465448742023,0.4976501050438208,-0.07887036924150603,-0.024853410803538978,-0.2017591937379555,-0.08833724185439884,0.056,
33,mut,"{""type"": ""BBreak"", ""n"": 28, ""k"": 1.28, ""h"": 3}",True,BBreak_n28_k1.28_h3,-1.656733582937873,0.1466750415140763,0.6482276387645168,-0.09366519928323636,0.013862227437627661,0.17447822240323788,-0.09175565895938598,0.061,
34,mut,"{""type"": ""BBreak"", ""n"": 25, ""k"": 1.17, ""h"": 3}",True,BBreak_n25_k1.17_h3,-1.3791656594414345,0.14390036229753922,0.6450652870323098,-0.08240824148192516,-0.0065280422432657526,-0.013629056185269453,-0.08220738588495524,0.057,
35,mut,"{""type"": ""BBreak"", ""n"": 26, ""k"": 1.31, ""h"": 5}",True,BBreak_n26_k1.31_h5,-1.9115212092309704,0.08602602139608195,0.4086022675009154,-0.09366519928323624,-0.02155838278992117,-0.16586874302615956,-0.09635711369964439,0.056,
36,mut,"{""type"": ""BBreak"", ""n"": 23, ""k"": 1.23, ""h"": 4}",True,BBreak_n23_k1.23_h4,-1.446820462371975,0.10915465448742023,0.4976501050438208,-0.07887036924150603,-0.02721254129633255,-0.22621933836681568,-0.08833724185439884,0.057,
37,mut,"{""type"": ""BBreak"", ""n"": 18, ""k"": 1.32, ""h"": 2}",True,BBreak_n18_k1.32_h2,-1.3024621491011534,0.15617862004926786,0.668693985373903,-0.08040803157949494,-0.024528992957039586,-0.19220962564602553,-0.09511187746403893,0.056,
38,mut,"{""type"": ""BBreak"", ""n"": 21, ""k"": 1.16, ""h"": 3}",True,BBreak_n21_k1.16_h3,-1.3513006477743568,0.13341823953143117,0.5871040233804364,-0.07887036924150603,-0.00520020763493656,-0.0008808683327831257,-0.08833724185439906,0.057,
39,mut,"{""type"": ""BBreak"", ""n"": 19, ""k"": 1.29, ""h"": 3}",True,BBreak_n19_k1.29_h3,-1.2912274965310235,0.15910389033831862,0.679197320371773,-0.08040803157949505,-0.00013594897822066798,0.04825288058993785,-0.07248385919433875,0.057,
40,mut,"{""type"": ""BBreak"", ""n"": 17, ""k"": 1.29, ""h"": 4}",True,BBreak_n17_k1.29_h4,-1.368192367812444,0.1406978455047403,0.6068339602987445,-0.08040803157949494,-0.06912373658106874,-0.6035577585495475,-0.09683622041921247,0.056,
41,mut,"{""type"": ""BBreak"", ""n"": 17, ""k"": 1.26, ""h"": 2}",True,BBreak_n17_k1.26_h2,-1.3121520308878103,0.15501391281461907,0.6592952803959085,-0.08040803157949494,-0.06188221528965676,-0.5527887048776463,-0.09511187746403849,0.057,
42,mut,"{""type"": ""BBreak"", ""n"": 23, ""k"": 1.24, ""h"": 4}",True,BBreak_n23_k1.24_h4,-1.446820462371975,0.10915465448742023,0.4976501050438208,-0.07887036924150603,-0.02721254129633255,-0.22621933836681568,-0.08833724185439884,0.056,
